Person_ID,Entry_Timestamp_Video,Exit_Timestamp_Video
14,262.5,263.6333333333333
15,440.06666666666666,443.93333333333334
2,203.03333333333333,210.6
20,513.6,518.3333333333334
25,523.1333333333333,524.3
26,523.3333333333334,534.1666666666666
27,544.2333333333333,546.2666666666667
30,546.5666666666667,553.5
31,557.0666666666667,559.6
32,557.6666666666666,558.6666666666666
33,560.7,562.7666666666667
41,574.7333333333333,579.9333333333333
45,586.1,588.9333333333333
47,589.9333333333333,591.8666666666667
48,592.3,603.3
49,603.5666666666667,605.7333333333333
50,607.0666666666667,610.7666666666667
53,614.4666666666667,615.9666666666667
56,616.7666666666667,618.6666666666666
6,204.56666666666666,217.1
61,621.0666666666667,678.2
63,695.4,697.5666666666667
9,206.46666666666667,207.66666666666666
