Person_ID,Entry_Timestamp_Video,Exit_Timestamp_Video
216,6290,12958
217,6291,12958
218,6292,12958
219,6293,12958
220,6294,12958
221,6295,12958
222,6296,12958
223,6297,12958
224,6298,12958
225,6299,12958
226,6300,12957
227,6301,12957
228,6302,12957
229,6303,12958
230,6304,12957
231,6305,12957
232,6306,12957
233,6307,12958
234,6308,12957
235,6309,12957
236,6310,12957
237,6311,12958
238,6312,12958
239,6313,12958
240,6314,12958
241,6315,12955
242,6316,12958
243,6317,12958
244,6318,12958
245,6319,12958
246,6320,12958
247,6321,12958
248,6322,12957
249,6323,25726
250,6324,12958
251,6325,12957
252,6326,12958
253,6327,12958
254,6328,12958
255,6329,12958
256,6330,12958
257,6331,12958
258,6332,12958
259,6333,12955
260,6334,12958
261,6335,12957
262,6336,12957
263,6337,12958
264,6338,12958
265,6339,12957
266,6340,12958
267,6341,12958
268,6342,12958
269,6343,14792
270,6344,12958
271,6345,12957
272,6346,12957
273,6347,12957
274,6348,12958
275,6349,12958
276,6350,12958
277,6351,12955
278,6352,12958
279,6353,12958
280,6354,12958
281,6355,12958
282,6356,12958
283,6357,12958
284,6358,12958
285,6359,12958
286,6360,12958
287,6361,12958
288,6362,12958
289,6363,12958
290,6364,12955
291,6365,12958
292,6366,12958
293,6367,12958
294,6368,12958
295,6369,12958
296,6370,12958
297,6371,12914
298,6372,12914
299,6373,3579
300,6374,12914
301,6375,12958
302,6376,12914
303,6377,12914
304,6378,12914
305,6379,12914
306,6380,12958
307,6381,12958
308,6382,12914
309,6383,12914
310,6384,12914
311,6385,3579
312,6386,12957
313,6387,12914
314,6388,12914
315,6389,12914
316,6390,12914
317,6391,12914
318,6392,12914
319,6393,12914
320,6394,12914
321,6395,12914
322,6396,12914
323,6397,12914
324,6398,12914
325,6399,12914
326,6400,12914
327,6401,12914
328,6402,12914
329,6403,12914
330,6404,12914
331,6405,12914
332,6406,12914
333,6407,12914
334,6408,12914
335,6409,12914
336,6410,12914
337,6411,12958
338,6412,12914
339,6413,12914
340,6414,12914
341,6415,12958
342,6416,12914
343,6417,12958
344,6418,12958
345,6419,12914
346,6420,12914
347,6421,12914
348,6422,12914
349,6423,12914
350,6424,12914
351,6425,12914
352,6426,12914
353,6427,12914
354,6428,12914
355,6429,12914
356,6430,12914
357,6431,12914
358,6432,12955
359,6433,12914
360,6434,12955
361,6435,12914
362,6436,12914
363,6437,12914
364,6438,12914
365,6439,12914
366,6440,12914
367,6441,12914
368,6442,12914
369,6443,12914
370,6444,12914
371,6445,12914
372,6446,12957
373,6447,12957
374,6448,12957
375,6449,12958
376,6450,12957
377,6451,12958
378,6452,12957
379,6453,12969
380,6454,12958
381,6455,12958
382,6456,12969
383,6457,12969
384,6458,12969
385,6459,15469
386,6460,12969
387,6461,10709
388,6463,15432
389,6465,12888
390,6466,12888
391,6467,12888
392,6468,15410
393,6469,12899
394,6470,12899
395,6471,15293
396,6472,5775
397,6474,12891
398,6477,12888
399,6478,12891
400,6482,16260
401,13200,9974
402,13201,9950
403,13202,9950
404,13203,9925
405,13204,4336
406,13205,9925
407,13206,4335
408,13207,9925
409,13208,4336
410,13209,4336
411,13210,4336
412,13211,4336
413,13212,4336
414,13213,9781
415,13214,9781
416,13215,4279
417,13216,4279
418,13217,4279
419,13218,4334
420,13219,3494
421,13220,8829
422,13221,3494
423,13222,3494
424,13223,3494
425,13224,3494
426,13225,3494
427,13226,3494
428,13227,3494
429,13228,3494
430,13229,3494
431,13230,12914
432,13231,12914
433,13232,12914
434,13233,14760
435,13234,12914
436,13235,14793
437,13236,12914
438,13237,3494
439,13238,3494
440,13239,12914
441,13240,12914
442,13241,12914
443,13242,12914
444,13243,12914
445,13244,12914
446,13245,12914
447,13246,12914
448,13247,3494
449,13248,12914
450,13249,12914
451,13250,12914
452,13251,12914
453,13252,14760
454,13253,4372
455,13254,4372
456,13255,14760
457,13256,4334
458,13257,4334
459,13258,14760
460,13259,14760
461,13260,4334
462,13261,4334
463,13262,4334
464,13263,3788
465,13264,9925
466,13265,14760
467,13266,8829
468,13267,5774
469,13268,14767
470,13269,12900
471,13270,5775
472,13271,12900
473,13272,12902
474,13273,12900
475,13274,12902
476,13275,5775
477,13276,12900
478,13277,12904
479,13279,12899
480,13280,12899
481,13281,15257
482,13282,10073
483,13283,10073
484,13284,10073
485,13285,10073
486,13286,10073
487,13287,10123
488,13288,10073
489,15406,9924
490,15407,9925
491,15416,14517
492,15417,14517
493,15418,8893
494,15419,10782
495,15420,14765
496,15421,14765
497,15422,14765
498,15423,15432
499,15424,15478
500,15425,9925
501,15430,10782
502,15431,10782
503,15432,10782
504,15433,10784
505,15434,10782
506,15435,10782
507,15436,10782
508,15440,12914
509,15441,10782
510,15442,3389
511,15443,10782
512,15446,3389
513,15448,10782
514,15449,10782
515,15450,3389
516,15451,3389
517,15452,3389
518,15453,3389
519,15454,3386
520,15455,3389
521,15460,6781
522,15464,10782
523,15465,10782
524,15466,12914
525,15467,10782
526,15493,15259
527,15498,10784
528,15499,10783
529,15500,10784
530,15501,10784
531,15502,10783
532,15503,10784
533,15504,10784
534,15505,10784
535,15506,10784
536,15507,10784
537,15508,10784
538,15509,14517
539,15510,10783
540,15511,10783
541,15512,14517
542,15513,10783
543,15514,10786
544,15515,10783
545,15516,9924
546,15692,9925
547,15693,10023
548,15694,9925
549,15695,9968
550,15696,9965
551,15697,9965
552,15698,9956
553,15698,8904
554,15699,14813
555,15700,10030
556,15702,4279
557,15703,4279
558,15704,8895
559,15705,8893
560,15706,8892
561,15707,8895
562,15708,8893
563,15709,14815
564,15710,14760
565,15711,14803
566,15712,14766
567,15713,14793
568,15714,14793
569,15715,14793
570,15716,4712
571,15717,14793
572,15718,14793
573,15719,3584
574,15720,14783
575,15721,14783
576,15722,14783
577,15723,14783
578,15724,14783
579,15725,3584
580,15726,14793
581,15728,3584
582,15729,14793
583,15730,14793
584,15731,14793
585,15732,14793
586,15733,14783
587,15734,14783
588,15735,14783
589,15736,14783
590,15737,14793
591,15738,14783
592,15739,14783
593,15740,14783
594,15741,14783
595,15742,14783
596,15743,14783
597,15744,14793
598,15745,14793
599,15746,14783
600,15747,14783
601,15748,14783
602,15749,14783
603,15750,14783
604,15751,14783
605,15752,14783
606,15753,14783
607,15754,14815
608,15756,14814
609,15762,14815
610,15763,14760
611,15764,14814
612,15765,10349
613,15766,14814
614,15767,14814
615,15768,14814
616,15769,14814
617,15770,15257
618,15771,10349
619,15772,9781
620,15773,8904
621,15774,9781
622,15777,10024
623,15778,10024
624,15779,9925
625,15780,9967
626,15781,9925
627,15782,10782
628,15783,9925
629,15784,14517
630,15785,9968
631,15786,14515
632,15787,14517
633,15788,9925
634,15791,9925
635,15792,9925
636,15793,9925
637,15794,9925
638,15796,9924
639,15797,9972
640,15798,9924
641,15799,9972
642,15800,9950
643,15801,9955
644,15802,10032
645,15803,9926
646,15810,9925
647,15850,10397
648,15874,10299
649,15875,10510
650,15876,9924
651,15877,9924
652,15878,9924
653,15879,9924
654,15880,9924
655,15881,9924
656,15882,9924
657,15883,10510
658,15884,10299
659,15887,9955
660,15927,9924
661,15928,5473
662,15929,10505
663,15930,9924
664,15931,9990
665,15932,10505
666,15933,10505
667,15934,10502
668,15935,9924
669,15936,10505
670,15937,9926
671,15938,10022
672,15939,9924
673,15940,9925
674,15941,9926
675,15942,10034
676,15943,9925
677,15944,9928
678,15945,10783
679,15946,10025
680,15947,9925
681,15948,10033
682,15949,9925
683,15950,9925
684,15951,9925
685,15952,9925
686,15953,14517
687,15954,14517
688,15955,9925
689,15956,8906
690,15957,14517
691,15958,14517
692,15959,14517
693,15960,14517
694,15961,14517
695,15962,9925
696,15963,9925
697,15964,9924
698,15965,14760
699,15966,14517
700,15967,10039
701,15968,5573
702,15969,14814
703,15970,14813
704,15971,10039
705,15972,10053
706,15973,10039
707,15974,10054
708,15975,10053
709,15976,15409
710,15977,8892
711,15978,15433
712,15979,10043
713,15980,10060
714,15981,10066
715,15982,10066
716,15983,10065
717,15984,11147
718,15985,11147
719,15986,11147
720,15987,10065
721,15988,15313
722,15989,10071
723,15990,11152
724,15991,10070
725,15992,11154
726,15993,15307
727,16326,15254
728,16327,15254
729,16334,10066
730,16335,5775
731,16336,5775
732,16337,15356
733,16338,15356
734,16342,9769
735,16343,9769
736,16344,8829
737,16345,10049
738,16346,14507
739,16348,10372
740,16350,9964
741,16351,9956
742,16352,14517
743,16353,10444
744,16354,10043
745,16355,10396
746,16356,10349
747,16357,9972
748,16358,9928
749,16395,9925
750,16407,9945
751,16410,9950
752,16420,9955
753,16440,9926
754,16441,9926
755,16442,9926
756,16443,9926
757,16444,9925
758,16445,9925
759,16446,9925
760,16447,9925
761,16448,9925
762,16449,9950
763,16450,9950
764,16451,9950
765,16452,9925
766,16453,9925
767,16454,9925
768,16464,9925
769,16465,9925
770,16466,9925
771,16467,9925
772,16468,9925
773,16469,9926
774,16470,10396
775,16471,10396
776,16472,10396
777,16473,10396
778,16477,10396
779,16478,9925
780,16479,9926
781,16480,9926
782,16481,9926
783,16482,9925
784,16483,9925
785,16484,9925
786,16485,10023
787,16486,9925
788,16487,9925
789,16488,9925
790,16489,9925
791,16490,9925
792,16491,9925
793,16492,9925
794,16493,9925
795,16494,10501
796,16495,9955
797,16496,10022
798,16497,9925
799,16498,9925
800,16499,10024
801,16500,9926
802,16501,9925
803,16502,9925
804,16503,9925
805,16504,9925
806,16505,9925
807,16506,9925
808,16509,9925
809,16510,9925
810,16515,9925
811,16516,9925
812,16517,9925
813,16518,9925
814,16519,9925
815,16520,9925
816,16521,9955
817,16522,9925
818,16523,9925
819,16524,9925
820,16525,9925
821,16526,9925
822,16527,9925
823,16528,9925
824,16529,9925
825,16530,9950
826,16531,9926
827,16532,9926
828,16533,9926
829,16534,9925
830,16535,9925
831,16536,9926
832,16537,9925
833,16538,9926
834,16539,9926
835,16540,9926
836,16541,9925
837,16542,9925
838,16543,9955
839,16544,10444
840,16545,10444
841,16546,10444
842,16547,10444
843,16548,10444
844,16549,10444
845,16550,10444
846,16551,10444
847,16552,10444
848,16553,10444
849,16554,10445
850,16555,10444
851,16556,10444
852,16557,10030
853,16558,10030
854,16559,10032
855,16560,9950
856,16561,9950
857,16562,9950
858,16563,9956
859,16564,9950
860,16565,9950
861,16566,9955
862,16567,9950
863,16568,9950
864,16569,10444
865,16571,9769
866,16712,9949
867,16713,9950
868,16714,9949
869,16715,9974
870,16716,9986
871,16717,9925
872,16718,9928
873,16719,10032
874,16720,9967
875,16721,9953
876,16722,9946
877,16723,10032
878,16724,9925
879,16725,9946
880,16726,10030
881,16727,9953
882,16728,10051
883,16729,11130
884,16730,10051
885,16731,9972
886,16732,11130
887,16733,11130
888,16734,11154
889,16735,14754
890,16736,10053
891,16737,10053
892,16738,15356
893,16739,15356
894,16740,11139
895,16741,11154
896,16742,11136
897,16743,10051
898,16744,10061
899,16745,10062
900,16746,10062
901,16747,10065
902,16748,10065
903,16749,10067
904,16750,10067
905,16751,10067
906,16752,10072
907,16753,10072
908,16754,10072
909,16755,10073
910,16756,11154
911,16757,10073
912,16758,15264
913,16821,9925
914,16827,10023
915,16829,3226
916,16830,9925
917,16831,9925
918,16832,5368
919,16833,3226
920,16836,12912
921,16839,5775
922,16840,14500
923,16841,8732
924,16842,5371
925,16843,5371
926,16844,5371
927,16845,14502
928,16846,14502
929,16848,14499
930,16850,15252
931,16852,3788
932,17229,11147
933,17240,15313
934,17241,10444
935,17242,10432
936,17243,10432
937,17244,9781
938,17245,9776
939,17246,9781
940,17247,9781
941,17248,9763
942,17249,10030
943,17250,10032
944,17251,10030
945,17252,15355
946,17254,9968
947,17255,10030
948,17256,10031
949,17257,10031
950,17258,10024
951,17259,10043
952,17260,10043
953,17261,10032
954,17262,9928
955,17268,9928
956,17270,9925
957,17292,9925
958,17294,9924
959,17295,9926
960,17296,3698
961,17297,10505
962,17298,9924
963,17299,9924
964,17300,9926
965,17301,9926
966,17302,9924
967,17303,9924
968,17304,9924
969,17305,9924
970,17306,9924
971,17307,9924
972,17308,9924
973,17309,9924
974,17310,9926
975,17311,9926
976,17312,9926
977,17313,9926
978,17314,9926
979,17315,9926
980,17316,9926
981,17321,9925
982,17322,9926
983,17323,9924
984,17324,9924
985,17345,9926
986,17348,9925
987,17349,9924
988,17350,9925
989,17355,9925
990,17582,10503
991,17584,10510
992,17585,10510
993,17588,9926
994,17591,10528
995,17592,10039
996,17593,9965
997,17594,9965
998,17601,10043
999,17606,9955
1000,17607,9955
1001,17625,15313
1002,17627,10505
1003,17767,9967
1004,17768,5368
1005,17769,5368
1006,17770,9924
1007,17771,8728
1008,17772,9924
1009,17773,15313
1010,17774,9925
1011,17775,10510
1012,17776,10510
1013,17777,10505
1014,17778,5368
1015,17779,10505
1016,17780,9944
1017,17781,9924
1018,17782,9924
1019,17783,9926
1020,17784,9926
1021,17785,9926
1022,17786,9924
1023,17787,9926
1024,17788,10022
1025,17789,9924
1026,17790,10505
1027,17791,10505
1028,17792,9925
1029,17806,15297
1030,17808,9925
1031,17811,9924
1032,17880,10502
1033,17881,10502
1034,17882,10502
1035,17883,10502
1036,17884,10502
1037,17886,10502
1038,17887,9924
1039,17889,10502
1040,17890,10502
1041,17891,10502
1042,17892,10502
1043,17893,10502
1044,17902,10501
1045,17903,10501
1046,17904,10501
1047,17932,10501
1048,17934,9924
1049,17935,9924
1050,17943,10502
1051,17944,10502
1052,17962,10505
1053,17963,10505
1054,18006,10505
1055,18007,9924
1056,18128,10505
1057,18139,10505
1058,18140,15313
1059,18141,9925
1060,18641,9925
1061,18644,9926
1062,18675,9925
1063,18676,9926
1064,18677,9925
1065,18685,9967
1066,18686,9925
1067,18687,9964
1068,18688,14744
1069,18689,9926
1070,18692,9924
1071,18693,9925
1072,18694,9925
1073,18695,9926
1074,18697,9926
1075,18698,9926
1076,18702,9926
1077,18705,9965
1078,18706,9925
1079,18718,9925
1080,18719,9925
1081,18723,9925
1082,18724,9925
1083,18725,9925
1084,18726,9925
1085,18727,9924
1086,18728,9925
1087,18729,9925
1088,18730,9925
1089,18731,9925
1090,18732,9925
1091,18733,9925
1092,18734,9925
1093,18735,9925
1094,18736,9925
1095,18737,10002
1096,18738,9924
1097,18739,9925
1098,18740,9925
1099,18741,9925
1100,18742,9924
1101,18743,9924
1102,18744,9925
1103,18745,9925
1104,18746,9925
1105,18747,9925
1106,18748,9925
1107,18749,9925
1108,18750,9925
1109,18751,9925
1110,18752,9925
1111,18753,9925
1112,18754,10023
1113,18755,10002
1114,18756,10023
1115,18757,10022
1116,18758,10023
1117,18759,10023
1118,18760,10023
1119,18761,10002
1120,18762,10002
1121,18763,10002
1122,18764,9925
1123,18765,10022
1124,18766,10020
1125,18767,10020
1126,18768,10020
1127,18769,10020
1128,18770,10020
1129,18771,10020
1130,18772,10020
1131,18773,10020
1132,18774,10020
1133,18775,10020
1134,18776,10023
1135,18777,10020
1136,18778,10020
1137,18779,10020
1138,18780,9925
1139,18781,9925
1140,18782,9925
1141,18783,10022
1142,18784,10022
1143,18785,10022
1144,18786,9925
1145,18787,9925
1146,18788,9925
1147,18789,10020
1148,18790,10023
1149,18791,10023
1150,18792,10020
1151,18793,9925
1152,18794,9925
1153,18797,9925
1154,18798,9925
1155,18799,9925
1156,18803,10023
1157,18804,10002
1158,18805,10023
1159,18806,9925
1160,18807,10023
1161,18808,9925
1162,18809,10002
1163,18810,9925
1164,18811,9925
1165,18812,9925
1166,18813,9925
1167,18814,9925
1168,18815,9925
1169,18818,9925
1170,18819,10023
1171,18820,10023
1172,18821,10023
1173,18822,9925
1174,18823,9925
1175,18825,10002
1176,18826,10002
1177,18827,10002
1178,18828,10002
1179,18829,9924
1180,18830,9924
1181,18831,9924
1182,18832,9925
1183,18833,9925
1184,18834,9925
1185,18835,9925
1186,18836,9925
1187,18837,9925
1188,18838,9925
1189,18839,9925
1190,18855,9925
1191,18856,9925
1192,18857,9925
1193,18858,9925
1194,18859,9925
1195,18860,9925
1196,18861,9924
1197,18862,9925
1198,18863,9925
1199,18864,9924
1200,18865,9924
1201,18866,9925
1202,18867,9925
1203,18868,9925
1204,18869,9925
1205,18870,9925
1206,18871,10023
1207,18872,10023
1208,18873,10023
1209,18874,10023
1210,18875,10023
1211,18876,10023
1212,18877,10023
1213,18878,10023
1214,18879,10023
1215,18880,10023
1216,18881,10023
1217,18882,10023
1218,18883,10023
1219,18884,10023
1220,18885,9925
1221,18886,9925
1222,18887,9925
1223,18888,9925
1224,18889,9925
1225,18890,9925
1226,18891,9925
1227,18892,9925
1228,18893,9925
1229,18894,9925
1230,18895,9925
1231,18896,9925
1232,18897,9925
1233,18898,9925
1234,18899,9925
1235,18900,10020
1236,18901,10023
1237,18902,10020
1238,18903,10023
1239,18904,10023
1240,18905,10023
1241,18906,10023
1242,18907,10020
1243,18908,10023
1244,18909,10023
1245,18910,10020
1246,18911,10020
1247,18912,10020
1248,18913,10023
1249,18914,10023
1250,18915,9925
1251,18916,9925
1252,18917,9925
1253,18918,9925
1254,18919,9925
1255,18920,9925
1256,18921,9925
1257,18922,9925
1258,18923,9925
1259,18924,9925
1260,18925,9925
1261,18926,9925
1262,18927,9925
1263,18928,9925
1264,18929,9925
1265,18934,9925
1266,18935,9925
1267,18936,9925
1268,18937,9925
1269,18938,9925
1270,18939,9925
1271,18940,9925
1272,18941,9925
1273,18942,9925
1274,18943,9925
1275,18944,9925
1276,18945,9925
1277,18946,9925
1278,18947,9925
1279,18948,9925
1280,18949,9925
1281,18950,9925
1282,18951,9925
1283,18952,9925
1284,18953,9925
1285,18954,9925
1286,18955,9925
1287,18956,9925
1288,18957,9925
1289,18958,9925
1290,18959,9925
1291,18960,10023
1292,18961,10023
1293,18962,9925
1294,18963,9925
1295,18964,9925
1296,18965,9925
1297,18966,10023
1298,18967,10023
1299,18968,10023
1300,18969,10023
1301,18970,10023
1302,18971,10023
1303,18972,10023
1304,18973,10023
1305,18974,10023
1306,18975,9925
1307,18976,9925
1308,18977,9925
1309,18978,9925
1310,18979,9925
1311,18980,9925
1312,18981,10023
1313,18982,9925
1314,18983,9925
1315,18984,9925
1316,18985,9925
1317,18986,9925
1318,18987,9925
1319,18988,9925
1320,18989,9925
1321,18990,9925
1322,18991,9925
1323,18992,9925
1324,18993,9925
1325,18994,9925
1326,18995,9925
1327,18996,9925
1328,18997,9925
1329,18998,9925
1330,19002,9925
1331,19003,9925
1332,19004,9925
1333,19005,10023
1334,19006,10023
1335,19007,10023
1336,19008,10023
1337,19009,10023
1338,19010,10023
1339,19011,10023
1340,19012,10023
1341,19013,10023
1342,19014,10023
1343,19015,10023
1344,19016,9925
1345,19017,9925
1346,19018,10023
1347,19019,10023
1348,19020,10022
1349,19021,10022
1350,19022,9925
1351,19023,9925
1352,19024,10022
1353,19025,10023
1354,19026,10023
1355,19027,10023
1356,19028,10023
1357,19029,10023
1358,19030,9925
1359,19031,9925
1360,19032,9925
1361,19033,9925
1362,19034,9925
1363,19035,10020
1364,19036,10020
1365,19037,10020
1366,19038,10023
1367,19039,10020
1368,19040,10020
1369,19041,10020
1370,19042,10020
1371,19043,10020
1372,19044,10020
1373,19045,10020
1374,19046,10020
1375,19047,10020
1376,19048,10020
1377,19049,10020
1378,19050,9925
1379,19051,9925
1380,19052,9925
1381,19053,9925
1382,19054,9925
1383,19055,9925
1384,19056,9925
1385,19057,9925
1386,19058,9925
1387,19059,9925
1388,19060,9925
1389,19061,9925
1390,19062,9925
1391,19063,9925
1392,19064,9925
1393,19065,9925
1394,19066,9925
1395,19067,9925
1396,19068,9925
1397,19069,9925
1398,19070,9925
1399,19071,9925
1400,19072,9925
1401,19073,9925
1402,19074,9925
1403,19075,9925
1404,19076,9925
1405,19077,9925
1406,19078,9925
1407,19079,9925
1408,19080,9925
1409,19081,9925
1410,19082,9925
1411,19083,3690
1412,19084,9925
1413,19085,9925
1414,19086,9925
1415,19087,9925
1416,19088,9925
1417,19089,9925
1418,19090,9925
1419,19091,9925
1420,19092,9925
1421,19093,9925
1422,19094,9925
1423,19095,9925
1424,19096,9925
1425,19097,9925
1426,19098,9925
1427,19099,9925
1428,19100,9925
1429,19101,9925
1430,19102,9925
1431,19103,9925
1432,19104,9925
1433,19105,9925
1434,19106,9925
1435,19107,9925
1436,19108,9925
1437,19109,9925
1438,19110,9925
1439,19111,9925
1440,19112,9925
1441,19113,9925
1442,19114,9925
1443,19115,9925
1444,19116,9925
1445,19117,9925
1446,19118,9925
1447,19119,9925
1448,19120,9925
1449,19121,9925
1450,19122,9925
1451,19123,9925
1452,19124,9925
1453,19125,9965
1454,19126,9925
1455,19127,10020
1456,19128,10020
1457,19129,9924
1458,19130,10022
1459,19131,9950
1460,19132,9925
1461,19133,10023
1462,19134,9924
1463,19135,9925
1464,19136,9925
1465,19137,9925
1466,19138,9925
1467,19139,9925
1468,19140,9925
1469,19141,9925
1470,19142,9925
1471,19143,9925
1472,19144,9925
1473,19145,9925
1474,19146,9925
1475,19147,9925
1476,19148,9924
1477,19149,9925
1478,19150,9925
1479,19151,9925
1480,19152,9925
1481,19153,9925
1482,19154,9925
1483,19155,9925
1484,19156,10023
1485,19157,10023
1486,19158,10023
1487,19159,10023
1488,19160,9925
1489,19161,9925
1490,19162,9926
1491,19163,9926
1492,19164,9925
1493,19165,10023
1494,19166,9925
1495,19167,9926
1496,19168,9925
1497,19169,9925
1498,19170,9925
1499,19171,9925
1500,19172,10023
1501,19173,9925
1502,19174,10023
1503,19175,10023
1504,19176,9925
1505,19177,9925
1506,19178,9925
1507,19179,9925
1508,19180,9925
1509,19181,10020
1510,19182,10020
1511,19183,10020
1512,19184,10020
1513,19185,9925
1514,19186,9925
1515,19187,9925
1516,19188,9925
1517,19189,9925
1518,19190,9925
1519,19191,9925
1520,19192,9925
1521,19193,9925
1522,19194,9925
1523,19195,9925
1524,19196,9925
1525,19197,9925
1526,19198,9925
1527,19199,9925
1528,19200,9925
1529,19201,9925
1530,19202,9925
1531,19203,9925
1532,19204,9925
1533,19205,9925
1534,19206,9925
1535,19207,9925
1536,19208,9925
1537,19209,9925
1538,19210,9925
1539,19211,9925
1540,19212,9925
1541,19213,9925
1542,19214,9925
1543,19215,9924
1544,19216,9925
1545,19217,9925
1546,19218,10023
1547,19219,9925
1548,19220,9925
1549,19221,10023
1550,19222,9925
1551,19223,10020
1552,19224,10023
1553,19225,10023
1554,19226,10023
1555,19227,10023
1556,19228,9925
1557,19229,9925
1558,19230,9925
1559,19231,9925
1560,19232,9925
1561,19233,9925
1562,19234,9925
1563,19235,9925
1564,19236,9925
1565,19237,9925
1566,19238,9925
1567,19239,9925
1568,19240,9925
1569,19241,9925
1570,19242,9925
1571,19243,9925
1572,19244,9924
1573,19245,10022
1574,19246,10022
1575,19247,10022
1576,19248,10022
1577,19249,10022
1578,19250,10020
1579,19251,10002
1580,19252,10022
1581,19253,10022
1582,19254,10022
1583,19255,10022
1584,19256,10022
1585,19257,10022
1586,19258,10022
1587,19259,9925
1588,19260,9926
1589,19261,9926
1590,19262,9926
1591,19263,9926
1592,19264,9926
1593,19265,9926
1594,19266,10023
1595,19267,10023
1596,19268,10023
1597,19269,10023
1598,19270,10023
1599,19271,10023
1600,19272,10023
1601,19273,10023
1602,19274,10023
1603,19275,10022
1604,19276,9925
1605,19277,9925
1606,19278,9925
1607,19279,9925
1608,19280,9925
1609,19281,10020
1610,19282,9925
1611,19283,9925
1612,19284,10022
1613,19285,10020
1614,19286,10023
1615,19287,10020
1616,19288,10020
1617,19289,10023
1618,19290,10022
1619,19291,10022
1620,19292,10022
1621,19293,9925
1622,19294,10020
1623,19295,10020
1624,19296,10023
1625,19297,9925
1626,19298,10023
1627,19299,10023
1628,19300,10023
1629,19301,10023
1630,19302,10023
1631,19303,10023
1632,19304,10023
1633,19305,9925
1634,19306,9925
1635,19307,9925
1636,19308,9925
1637,19309,9925
1638,19310,9925
1639,19311,9925
1640,19312,9925
1641,19313,9925
1642,19314,9925
1643,19315,9925
1644,19316,9925
1645,19317,9925
1646,19318,9925
1647,19319,9925
1648,19320,9925
1649,19321,9925
1650,19322,9925
1651,19323,9925
1652,19324,9925
1653,19325,9925
1654,19326,9925
1655,19327,9925
1656,19328,9925
1657,19329,9925
1658,19330,9925
1659,19331,9925
